-0.364 -0.428 -0.362 -0.411 -0.482 -0.455 -0.482 -0.250 -0.369 -0.296 -0.355 -0.414 
-0.354 -0.264 -0.520 -0.535 -0.676 -0.540 -0.707 -0.689 -0.588 -0.674 -0.717 -0.615 
-0.732 -0.606 -0.555 -0.567 -0.494 -0.558 -0.491 -0.323 -0.430 -0.536 -0.454 -0.271 
-0.303 -0.443 -0.340 -0.325 -0.248 -0.378 -0.468 -0.518 -0.621 -0.269 -0.282 -0.088 
-0.158 -0.380 -0.287 -0.391 -0.484 -0.341 -0.509 -0.353 -0.325 -0.427 -0.374 -0.484 
-0.364 -0.616 -0.649 -0.491 -0.784 -0.512 -0.743 -0.350 -0.396 -0.632 -0.641 -0.442 
-0.563 -0.543 -0.275 -0.234 -0.141 -0.262 -0.556 -0.681 -0.431 -0.396 -0.625 -0.443 
-0.411 -0.227 -0.383 -0.225 -0.590 -0.515 -0.499 -0.436 -0.480 -0.323 -0.381 -0.477 
-0.733 -0.624 -0.505 -0.500 -0.406 -0.578 -0.518 -0.679 -0.502 -0.437 -0.274 -0.318 
-0.302 -0.290 -0.265 -0.078 -0.369 -0.475 -0.398 -0.283 -0.411 -0.410 -0.435 -0.380 
-0.132 -0.310 -0.368 -0.302 -0.378 -0.281 -0.171 -0.348 -0.363 -0.183 -0.227 -0.501 
-0.237 -0.423 -0.322 -0.203 -0.302 -0.373 -0.372 -0.436 -0.203 -0.258 -0.342 -0.399 
-0.533 -0.308 -0.145 -0.405 -0.406 -0.673 -0.510 -0.369 -0.199 -0.237 -0.215 -0.421 
-0.397 -0.248 -0.512 -0.343 -0.506 -0.590 -0.657 -0.517 -0.347 -0.478 -0.478 -0.482 
-0.310 -0.397 -0.335 -0.355 -0.508 -0.478 -0.420 -0.299 -0.408 -0.435 -0.325 -0.357 
-0.204 -0.241 -0.298 -0.330 -0.253 -0.404 -0.458 -0.487 -0.506 -0.574 -0.284 -0.403 
-0.428 -0.426 -0.400 -0.211 -0.301 -0.350 -0.493 -0.390 -0.309 -0.318 -0.105 -0.192 
-0.147 -0.327 -0.376 -0.200 -0.361 -0.327 -0.303 -0.349 -0.372 -0.577 -0.558 -0.552 
-0.390 -0.409 -0.413 -0.542 -0.615 -0.603 -0.278 -0.553 -0.460 -0.676 -0.548 -0.485 
-0.343 -0.219 -0.219 -0.255 -0.146 -0.413 -0.548 -0.324 -0.442 -0.414 -0.322 -0.515 
-0.518 -0.489 -0.338 -0.504 -0.585 -0.728 -0.594 -0.416 -0.636 -0.518 -0.667 -0.569 
-0.559 -0.128 -0.180 -0.403 -0.599 -0.339 -0.334 -0.363 -0.138 -0.026 -0.237 -0.051 
-0.060  0.019  0.122 -0.052 -0.256 -0.399 -0.357 -0.391 -0.324 -0.356 -0.484 -0.444 
-0.359 -0.367 -0.215 -0.464 -0.449 -0.317 -0.250 -0.310 -0.218 -0.334 -0.397 -0.358 
-0.380 -0.202 -0.227 -0.256 -0.523 -0.580 -0.401 -0.143 -0.361 -0.410 -0.284 -0.139 
-0.346 -0.322 -0.081 -0.126 -0.094 -0.280 -0.129 -0.194 -0.265 -0.307 -0.376 -0.344 
-0.342 -0.233 -0.175 -0.213 -0.205 -0.339 -0.276 -0.216 -0.288 -0.307 -0.397 -0.476 
-0.250 -0.158 -0.235 -0.233 -0.330 -0.098 -0.217 -0.278 -0.371 -0.480 -0.336 -0.413 
-0.405 -0.285 -0.191 -0.226 -0.344 -0.422 -0.299 -0.074 -0.262 -0.342 -0.420 -0.348 
-0.357 -0.435 -0.301 -0.442 -0.336 -0.477 -0.448 -0.282 -0.255 -0.283 -0.257 -0.247 
-0.146 -0.313 -0.178 -0.150 -0.179 -0.366 -0.292 -0.147 -0.230 -0.349 -0.288 -0.446 
-0.313 -0.525 -0.351 -0.439 -0.474 -0.435 -0.290 -0.334 -0.417 -0.465 -0.477 -0.456 
